Group,strategy,symbol,timeframe_ltf,timeframe_htf,timestamp,latest_closed_bar,direction,side,setup_id,setup_active,setup_age,raw_condition_ready,fresh_signal,already_seen,entry_ready,signal_state,reason,event_key,entry,sl,tp1,tp2,risk_pct,risk_amount,w2_swing,target_1_0,target_1_618,riskguard_accepted,riskguard_reason,riskguard_detail,riskguard_message
Forex Majors,enbolsa:macd_breakout,GBPNZD.r,H1,H4,2026-03-17 09:00:00,True,1,BUY,505,True,33,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,2.27227,2.28495,2.2934783999999997,False,,,
Forex Majors,enbolsa:macd_breakout,GBPNZD.r,H1,H4,2026-03-17 09:00:00,True,-1,SELL,507,True,1,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,2.26876,2.25966304,False,,,
Forex Majors,enbolsa:macd_breakout,GBPUSD.r,H1,H4,2026-03-17 09:00:00,True,1,BUY,591,True,108,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,1.32059,1.3397299999999999,1.3515585199999998,False,,,
Forex Majors,enbolsa:macd_breakout,GBPUSD.r,H1,H4,2026-03-17 09:00:00,True,-1,SELL,590,True,30,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,1.30677,1.28999748,False,,,
Forex Majors,enbolsa:macd_breakout,NZDCAD.r,H1,H4,2026-03-17 09:00:00,True,1,BUY,529,True,1,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,0.80714,0.8135981,False,,,
Forex Majors,enbolsa:macd_breakout,NZDCAD.r,H1,H4,2026-03-17 09:00:00,True,-1,SELL,527,True,33,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,0.80189,0.7943000000000001,0.7893312800000002,False,,,
Forex Majors,enbolsa:macd_breakout,NZDCHF.r,H1,H4,2026-03-17 09:00:00,True,1,BUY,539,True,0,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,0.46409999999999996,0.46717763999999995,False,,,
Forex Majors,enbolsa:macd_breakout,NZDCHF.r,H1,H4,2026-03-17 09:00:00,True,-1,SELL,538,True,28,False,False,False,False,watching_setup,waiting_for_trendline_and_macd_confirmation,,,,,,,,0.46154,0.45571000000000006,0.4519587400000001,False,,,
Forex Majors,enbolsa:macd_breakout,NZDJPY.r,H1,H4,2026-03-17 09:00:00,True,1,BUY,571,True,0,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,93.77999999999999,94.44311399999998,False,,,
Forex Majors,enbolsa:macd_breakout,NZDJPY.r,H1,H4,2026-03-17 09:00:00,True,-1,SELL,569,True,28,False,False,False,False,watching_setup,waiting_for_trendline_and_macd_confirmation,,,,,,,,93.267,91.352,90.141338,False,,,
Forex Majors,enbolsa:macd_breakout,NZDUSD.r,H1,H4,2026-03-17 09:00:00,True,1,BUY,576,True,1,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,0.59073,0.5963229,False,,,
Forex Majors,enbolsa:macd_breakout,NZDUSD.r,H1,H4,2026-03-17 09:00:00,True,-1,SELL,574,True,33,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,0.58631,0.58047,0.57649008,False,,,
Forex Majors,enbolsa:macd_breakout,USDCAD.r,H1,H4,2026-03-17 09:00:00,True,1,BUY,416,True,19,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,1.38401,1.39557896,False,,,
Forex Majors,enbolsa:macd_breakout,USDCAD.r,H1,H4,2026-03-17 09:00:00,True,-1,SELL,415,True,87,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,1.37365,1.36934,1.36637978,False,,,
Forex Majors,enbolsa:macd_breakout,USDCHF.r,H1,H4,2026-03-17 09:00:00,True,1,BUY,584,True,20,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,0.8023399999999999,0.8123268799999999,False,,,
Forex Majors,enbolsa:macd_breakout,USDCHF.r,H1,H4,2026-03-17 09:00:00,True,-1,SELL,582,True,108,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,0.79143,0.7850900000000001,0.7806404000000001,False,,,
Forex Majors,enbolsa:macd_breakout,USDJPY,H1,H4,2026-03-17 09:00:00,True,1,BUY,1871,True,19,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,161.25599999999997,162.74723399999996,False,,,
Forex Majors,enbolsa:macd_breakout,USDJPY,H1,H4,2026-03-17 09:00:00,True,-1,SELL,1871,True,116,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,159.707,158.174,157.208684,False,,,
