hypothesis_id,generated_at,symbol,market_group,timeframe,higher_timeframe,cut_number,as_of_bar_time,estimated_current_wave,confirmed_wave_context,next_wave_hypothesis,hypothesis_status,freshness_status,wave_stability_status,display_policy,invalidation_level,distance_to_invalidation_pct,last_persistent_pivot_at,last_candidate_pivot_at,persistent_pivot_count,candidate_pivot_count,superseded_pivot_count,wave_event,wave_event_reason,lookahead_safe,is_read_only,can_generate_signal,can_filter_trade,can_execute_order,source,data_origin,method_version,notes,payload_json
persistent_wave_v0_US500_H4_cut10_20260317T040000,2026-05-27T14:13:53Z,US500,Index,H4,D1,10,2026-03-17T04:00:00,possible_wave5_active,possible_wave5_active,completed_impulse_candidate,forming,fresh_estimate,provisional,show_with_warning,6995.45,0.045428,2026-02-12T16:00:00,2026-03-10T04:00:00,14,1,0,candidate_pivot_seen,candidate_pivot_guides_estimate;persistent_pivots=14,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""US500_H4_low_2026_03_09T04_00_00_6577_72""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""US500_H4_low_2025_08_20T16_00_00_6346_85"", ""US500_H4_high_2025_10_03T16_00_00_6751_97"", ""US500_H4_low_2025_10_10T20_00_00_6496_43"", ""US500_H4_high_2025_10_30T04_00_00_6924_99"", ""US500_H4_low_2025_11_18T16_00_00_6576_4"", ""US500_H4_high_2025_12_05T16_00_00_6896_21"", ""US500_H4_low_2025_12_18T04_00_00_6722_12"", ""US500_H4_high_2025_12_26T16_00_00_6949_95"", ""US500_H4_low_2026_01_02T20_00_00_6827_1"", ""US500_H4_high_2026_01_13T12_00_00_7001_8"", ""US500_H4_low_2026_01_21T12_00_00_6785_65"", ""US500_H4_high_2026_01_28T08_00_00_7017_68"", ""US500_H4_low_2026_02_06T00_00_00_6734_22"", ""US500_H4_high_2026_02_11T16_00_00_6995_45""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_XAUUSD_r_H4_cut01_20250826T000000,2026-05-27T14:13:53Z,XAUUSD.r,Metals,H4,D1,1,2025-08-26T00:00:00,possible_wave1,unknown,possible_wave2,provisional,provisional_estimate,provisional,show_with_warning,,,,2025-08-21T04:00:00,0,1,0,initial_hypothesis,candidate_pivot_guides_estimate,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""XAUUSD_r_H4_low_2025_08_20T04_00_00_3311_58""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_XAUUSD_r_H4_cut02_20250916T200000,2026-05-27T14:13:53Z,XAUUSD.r,Metals,H4,D1,2,2025-09-16T20:00:00,possible_wave2,possible_wave1,possible_wave3_candidate,provisional,provisional_estimate,provisional,show_with_warning,3311.58,0.102511,2025-08-21T04:00:00,2025-09-10T16:00:00,1,1,0,wave_phase_changed,candidate_pivot_guides_estimate;persistent_pivots=1,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""XAUUSD_r_H4_high_2025_09_09T16_00_00_3674_94""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""XAUUSD_r_H4_low_2025_08_20T04_00_00_3311_58""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_XAUUSD_r_H4_cut03_20251008T200000,2026-05-27T14:13:53Z,XAUUSD.r,Metals,H4,D1,3,2025-10-08T20:00:00,possible_wave2,possible_wave1,possible_wave3_candidate,provisional,provisional_estimate,provisional,show_with_warning,3311.58,0.18042,2025-08-21T04:00:00,2025-10-02T08:00:00,1,1,0,candidate_pivot_seen,candidate_pivot_guides_estimate;persistent_pivots=1,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""XAUUSD_r_H4_high_2025_10_01T08_00_00_3895_36""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""XAUUSD_r_H4_low_2025_08_20T04_00_00_3311_58""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_XAUUSD_r_H4_cut04_20251030T160000,2026-05-27T14:13:53Z,XAUUSD.r,Metals,H4,D1,4,2025-10-30T16:00:00,possible_wave2,possible_wave1,possible_wave3_candidate,provisional,provisional_estimate,provisional,show_with_warning,,,2025-08-21T04:00:00,2025-10-29T12:00:00,1,2,0,candidate_pivot_seen,candidate_pivot_guides_estimate;persistent_pivots=1,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""XAUUSD_r_H4_high_2025_10_17T00_00_00_4379_62"", ""XAUUSD_r_H4_low_2025_10_28T12_00_00_3886_53""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""XAUUSD_r_H4_low_2025_08_20T04_00_00_3311_58""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_XAUUSD_r_H4_cut05_20251121T160000,2026-05-27T14:13:53Z,XAUUSD.r,Metals,H4,D1,5,2025-11-21T16:00:00,possible_wave4,possible_wave3_candidate,possible_wave5_candidate,provisional,provisional_estimate,provisional,show_with_warning,3886.53,0.048736,2025-10-29T12:00:00,2025-11-14T12:00:00,3,1,0,wave_phase_changed,candidate_pivot_guides_estimate;persistent_pivots=3,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""XAUUSD_r_H4_high_2025_11_13T12_00_00_4245_14""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""XAUUSD_r_H4_low_2025_08_20T04_00_00_3311_58"", ""XAUUSD_r_H4_high_2025_10_17T00_00_00_4379_62"", ""XAUUSD_r_H4_low_2025_10_28T12_00_00_3886_53""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_XAUUSD_r_H4_cut06_20251215T120000,2026-05-27T14:13:53Z,XAUUSD.r,Metals,H4,D1,6,2025-12-15T12:00:00,possible_wave5_active,possible_wave4,completed_impulse_candidate,provisional,provisional_estimate,provisional,show_with_warning,3886.53,0.10287,2025-11-14T12:00:00,2025-12-02T12:00:00,4,2,0,wave_phase_changed,candidate_pivot_guides_estimate;persistent_pivots=4,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""XAUUSD_r_H4_low_2025_11_21T08_00_00_4022_51"", ""XAUUSD_r_H4_high_2025_12_01T12_00_00_4264_53""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""XAUUSD_r_H4_low_2025_08_20T04_00_00_3311_58"", ""XAUUSD_r_H4_high_2025_10_17T00_00_00_4379_62"", ""XAUUSD_r_H4_low_2025_10_28T12_00_00_3886_53"", ""XAUUSD_r_H4_high_2025_11_13T12_00_00_4245_14""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_XAUUSD_r_H4_cut07_20260108T120000,2026-05-27T14:13:53Z,XAUUSD.r,Metals,H4,D1,7,2026-01-08T12:00:00,possible_wave5_active,possible_wave5_active,completed_impulse_candidate,forming,fresh_estimate,provisional,show_with_warning,4022.51,0.090722,2025-11-24T08:00:00,2025-12-29T16:00:00,5,1,0,candidate_pivot_seen,candidate_pivot_guides_estimate;persistent_pivots=5,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""XAUUSD_r_H4_high_2025_12_26T16_00_00_4549_84""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""XAUUSD_r_H4_low_2025_08_20T04_00_00_3311_58"", ""XAUUSD_r_H4_high_2025_10_17T00_00_00_4379_62"", ""XAUUSD_r_H4_low_2025_10_28T12_00_00_3886_53"", ""XAUUSD_r_H4_high_2025_11_13T12_00_00_4245_14"", ""XAUUSD_r_H4_low_2025_11_21T08_00_00_4022_51""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_XAUUSD_r_H4_cut08_20260130T080000,2026-05-27T14:13:53Z,XAUUSD.r,Metals,H4,D1,8,2026-01-30T08:00:00,possible_wave5_active,possible_wave5_active,completed_impulse_candidate,forming,fresh_estimate,provisional,show_with_warning,4022.51,0.197891,2025-11-24T08:00:00,2026-01-30T00:00:00,5,1,0,candidate_pivot_seen,candidate_pivot_guides_estimate;persistent_pivots=5,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""XAUUSD_r_H4_high_2026_01_29T00_00_00_5596_89""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""XAUUSD_r_H4_low_2025_08_20T04_00_00_3311_58"", ""XAUUSD_r_H4_high_2025_10_17T00_00_00_4379_62"", ""XAUUSD_r_H4_low_2025_10_28T12_00_00_3886_53"", ""XAUUSD_r_H4_high_2025_11_13T12_00_00_4245_14"", ""XAUUSD_r_H4_low_2025_11_21T08_00_00_4022_51""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_XAUUSD_r_H4_cut09_20260223T080000,2026-05-27T14:13:53Z,XAUUSD.r,Metals,H4,D1,9,2026-02-23T08:00:00,possible_wave5_active,possible_wave5_active,completed_impulse_candidate,forming,fresh_estimate,provisional,show_with_warning,4022.51,0.218865,2026-01-30T00:00:00,2026-02-18T16:00:00,6,1,0,candidate_pivot_seen,candidate_pivot_guides_estimate;persistent_pivots=6,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""XAUUSD_r_H4_low_2026_02_17T16_00_00_4840_27""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""XAUUSD_r_H4_low_2025_08_20T04_00_00_3311_58"", ""XAUUSD_r_H4_high_2025_10_17T00_00_00_4379_62"", ""XAUUSD_r_H4_low_2025_10_28T12_00_00_3886_53"", ""XAUUSD_r_H4_high_2025_11_13T12_00_00_4245_14"", ""XAUUSD_r_H4_low_2025_11_21T08_00_00_4022_51"", ""XAUUSD_r_H4_high_2026_01_29T00_00_00_5596_89""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_XAUUSD_r_H4_cut10_20260317T040000,2026-05-27T14:13:53Z,XAUUSD.r,Metals,H4,D1,10,2026-03-17T04:00:00,possible_wave5_active,possible_wave5_active,completed_impulse_candidate,forming,fresh_estimate,provisional,show_with_warning,5596.89,0.110968,2026-02-18T16:00:00,2026-03-17T00:00:00,7,2,0,candidate_pivot_seen,candidate_pivot_guides_estimate;persistent_pivots=7,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""XAUUSD_r_H4_high_2026_03_02T08_00_00_5419_29"", ""XAUUSD_r_H4_low_2026_03_16T00_00_00_4967_94""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""XAUUSD_r_H4_low_2025_08_20T04_00_00_3311_58"", ""XAUUSD_r_H4_high_2025_10_17T00_00_00_4379_62"", ""XAUUSD_r_H4_low_2025_10_28T12_00_00_3886_53"", ""XAUUSD_r_H4_high_2025_11_13T12_00_00_4245_14"", ""XAUUSD_r_H4_low_2025_11_21T08_00_00_4022_51"", ""XAUUSD_r_H4_high_2026_01_29T00_00_00_5596_89"", ""XAUUSD_r_H4_low_2026_02_17T16_00_00_4840_27""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
