timeframe,asset_1,asset_2,pair,metric,window,latest_corr,previous_corr,delta_prev,mean_corr,latest_abs,obs,is_read_only,can_execute_order,signals_generated
H4,EURNZD.r,NZDUSD.r,EURNZD.r | NZDUSD.r,pearson,90,-0.658012,-0.735636,0.077624,-0.696824,0.658012,90,True,False,False
H4,EURNZD.r,NZDUSD.r,EURNZD.r | NZDUSD.r,spearman,90,-0.663942,-0.661292,-0.002651,-0.662617,0.663942,90,True,False,False
H4,EURNZD.r,NZDUSD.r,EURNZD.r | NZDUSD.r,kendall,90,-0.483645,-0.510112,0.026467,-0.496879,0.483645,90,True,False,False
H4,EURNZD.r,NZDUSD.r,EURNZD.r | NZDUSD.r,dcor,90,0.634223,0.658169,-0.023946,0.646196,0.634223,80,True,False,False
H4,EURNZD.r,RPLUSD,EURNZD.r | RPLUSD,pearson,90,-0.247601,-0.45474,0.207139,-0.351171,0.247601,90,True,False,False
H4,EURNZD.r,RPLUSD,EURNZD.r | RPLUSD,spearman,90,-0.2,-0.44943,0.24943,-0.324715,0.2,90,True,False,False
H4,EURNZD.r,RPLUSD,EURNZD.r | RPLUSD,kendall,90,-0.12809,-0.310861,0.182772,-0.219476,0.12809,90,True,False,False
H4,EURNZD.r,RPLUSD,EURNZD.r | RPLUSD,dcor,90,0.229008,0.41849,-0.189482,0.323749,0.229008,80,True,False,False
H4,EURNZD.r,SPA35,EURNZD.r | SPA35,pearson,90,-0.129506,-0.317688,0.188183,-0.223597,0.129506,90,True,False,False
H4,EURNZD.r,SPA35,EURNZD.r | SPA35,spearman,90,-0.198765,-0.220052,0.021287,-0.209409,0.198765,90,True,False,False
H4,EURNZD.r,SPA35,EURNZD.r | SPA35,kendall,90,-0.141074,-0.15206,0.010986,-0.146567,0.141074,90,True,False,False
H4,EURNZD.r,SPA35,EURNZD.r | SPA35,dcor,90,0.245932,0.374692,-0.12876,0.310312,0.245932,80,True,False,False
H4,EURNZD.r,UK100,EURNZD.r | UK100,pearson,90,-0.140783,-0.424298,0.283516,-0.28254,0.140783,90,True,False,False
H4,EURNZD.r,UK100,EURNZD.r | UK100,spearman,90,-0.076594,-0.334881,0.258287,-0.205737,0.076594,90,True,False,False
H4,EURNZD.r,UK100,EURNZD.r | UK100,kendall,90,-0.053683,-0.232959,0.179276,-0.143321,0.053683,90,True,False,False
H4,EURNZD.r,UK100,EURNZD.r | UK100,dcor,90,0.197216,0.342861,-0.145646,0.270038,0.197216,80,True,False,False
H4,EURNZD.r,US100,EURNZD.r | US100,pearson,90,-0.313912,-0.597835,0.283923,-0.455874,0.313912,90,True,False,False
H4,EURNZD.r,US100,EURNZD.r | US100,spearman,90,-0.311569,-0.533226,0.221657,-0.422398,0.311569,90,True,False,False
H4,EURNZD.r,US100,EURNZD.r | US100,kendall,90,-0.210487,-0.38427,0.173783,-0.297378,0.210487,90,True,False,False
H4,EURNZD.r,US100,EURNZD.r | US100,dcor,90,0.335212,0.509415,-0.174203,0.422313,0.335212,80,True,False,False
H4,EURNZD.r,US30,EURNZD.r | US30,pearson,90,-0.193189,-0.529016,0.335827,-0.361102,0.193189,90,True,False,False
H4,EURNZD.r,US30,EURNZD.r | US30,spearman,90,-0.177149,-0.464362,0.287212,-0.320756,0.177149,90,True,False,False
H4,EURNZD.r,US30,EURNZD.r | US30,kendall,90,-0.118602,-0.318851,0.20025,-0.218727,0.118602,90,True,False,False
H4,EURNZD.r,US30,EURNZD.r | US30,dcor,90,0.236995,0.465907,-0.228912,0.351451,0.236995,80,True,False,False
H4,EURNZD.r,US500,EURNZD.r | US500,pearson,90,-0.284033,-0.595156,0.311122,-0.439594,0.284033,90,True,False,False
H4,EURNZD.r,US500,EURNZD.r | US500,spearman,90,-0.285953,-0.517866,0.231913,-0.40191,0.285953,90,True,False,False
H4,EURNZD.r,US500,EURNZD.r | US500,kendall,90,-0.196005,-0.365293,0.169288,-0.280649,0.196005,90,True,False,False
H4,EURNZD.r,US500,EURNZD.r | US500,dcor,90,0.326153,0.516072,-0.189919,0.421113,0.326153,80,True,False,False
H4,EURNZD.r,USDCAD.r,EURNZD.r | USDCAD.r,pearson,90,0.426996,0.334218,0.092778,0.380607,0.426996,90,True,False,False
H4,EURNZD.r,USDCAD.r,EURNZD.r | USDCAD.r,spearman,90,0.394164,0.384961,0.009203,0.389562,0.394164,90,True,False,False
H4,EURNZD.r,USDCAD.r,EURNZD.r | USDCAD.r,kendall,90,0.285393,0.27191,0.013483,0.278652,0.285393,90,True,False,False
H4,EURNZD.r,USDCAD.r,EURNZD.r | USDCAD.r,dcor,90,0.385018,0.393651,-0.008633,0.389334,0.385018,80,True,False,False
H4,EURNZD.r,USDCHF.r,EURNZD.r | USDCHF.r,pearson,90,0.201456,0.09514,0.106316,0.148298,0.201456,90,True,False,False
H4,EURNZD.r,USDCHF.r,EURNZD.r | USDCHF.r,spearman,90,0.256962,0.237354,0.019607,0.247158,0.256962,90,True,False,False
H4,EURNZD.r,USDCHF.r,EURNZD.r | USDCHF.r,kendall,90,0.179526,0.16804,0.011486,0.173783,0.179526,90,True,False,False
H4,EURNZD.r,USDCHF.r,EURNZD.r | USDCHF.r,dcor,90,0.285679,0.296278,-0.010599,0.290978,0.285679,80,True,False,False
H4,EURNZD.r,USDHKD.r,EURNZD.r | USDHKD.r,pearson,90,-0.096247,0.100721,-0.196968,0.002237,0.096247,90,True,False,False
H4,EURNZD.r,USDHKD.r,EURNZD.r | USDHKD.r,spearman,90,-0.080874,0.140371,-0.221245,0.029749,0.080874,90,True,False,False
H4,EURNZD.r,USDHKD.r,EURNZD.r | USDHKD.r,kendall,90,-0.051186,0.097628,-0.148814,0.023221,0.051186,90,True,False,False
H4,EURNZD.r,USDHKD.r,EURNZD.r | USDHKD.r,dcor,90,0.184396,0.222984,-0.038588,0.20369,0.184396,80,True,False,False
H4,EURNZD.r,USDJPY,EURNZD.r | USDJPY,pearson,90,0.312154,-0.093234,0.405389,0.10946,0.312154,90,True,False,False
H4,EURNZD.r,USDJPY,EURNZD.r | USDJPY,spearman,90,0.384582,-0.031749,0.416331,0.176417,0.384582,90,True,False,False
H4,EURNZD.r,USDJPY,EURNZD.r | USDJPY,kendall,90,0.250936,-0.022722,0.273658,0.114107,0.250936,90,True,False,False
H4,EURNZD.r,USDJPY,EURNZD.r | USDJPY,dcor,90,0.354392,0.186477,0.167915,0.270435,0.354392,80,True,False,False
H4,EURNZD.r,USDMXN.r,EURNZD.r | USDMXN.r,pearson,90,0.298757,0.559564,-0.260806,0.42916,0.298757,90,True,False,False
H4,EURNZD.r,USDMXN.r,EURNZD.r | USDMXN.r,spearman,90,0.369963,0.478619,-0.108655,0.424291,0.369963,90,True,False,False
H4,EURNZD.r,USDMXN.r,EURNZD.r | USDMXN.r,kendall,90,0.259925,0.342821,-0.082896,0.301373,0.259925,90,True,False,False
H4,EURNZD.r,USDMXN.r,EURNZD.r | USDMXN.r,dcor,90,0.368584,0.450304,-0.081719,0.409444,0.368584,80,True,False,False
H4,EURNZD.r,USDNOK.r,EURNZD.r | USDNOK.r,pearson,90,0.279771,0.558116,-0.278345,0.418943,0.279771,90,True,False,False
H4,EURNZD.r,USDNOK.r,EURNZD.r | USDNOK.r,spearman,90,0.301099,0.49309,-0.191991,0.397094,0.301099,90,True,False,False
H4,EURNZD.r,USDNOK.r,EURNZD.r | USDNOK.r,kendall,90,0.192509,0.361798,-0.169288,0.277154,0.192509,90,True,False,False
H4,EURNZD.r,USDNOK.r,EURNZD.r | USDNOK.r,dcor,90,0.330911,0.477858,-0.146946,0.404385,0.330911,80,True,False,False
H4,EURNZD.r,USDSEK.r,EURNZD.r | USDSEK.r,pearson,90,0.250702,0.409079,-0.158377,0.329891,0.250702,90,True,False,False
H4,EURNZD.r,USDSEK.r,EURNZD.r | USDSEK.r,spearman,90,0.357847,0.358061,-0.000214,0.357954,0.357847,90,True,False,False
H4,EURNZD.r,USDSEK.r,EURNZD.r | USDSEK.r,kendall,90,0.238951,0.257928,-0.018976,0.248439,0.238951,90,True,False,False
H4,EURNZD.r,USDSEK.r,EURNZD.r | USDSEK.r,dcor,90,0.349095,0.402457,-0.053362,0.375776,0.349095,80,True,False,False
H4,EURNZD.r,USDSGD.r,EURNZD.r | USDSGD.r,pearson,90,0.350624,0.352478,-0.001854,0.351551,0.350624,90,True,False,False
H4,EURNZD.r,USDSGD.r,EURNZD.r | USDSGD.r,spearman,90,0.420027,0.369272,0.050755,0.39465,0.420027,90,True,False,False
H4,EURNZD.r,USDSGD.r,EURNZD.r | USDSGD.r,kendall,90,0.280899,0.257928,0.022971,0.269413,0.280899,90,True,False,False
H4,EURNZD.r,USDSGD.r,EURNZD.r | USDSGD.r,dcor,90,0.389402,0.383374,0.006029,0.386388,0.389402,80,True,False,False
H4,EURNZD.r,USDZAR.r,EURNZD.r | USDZAR.r,pearson,90,0.362031,0.532637,-0.170606,0.447334,0.362031,90,True,False,False
H4,EURNZD.r,USDZAR.r,EURNZD.r | USDZAR.r,spearman,90,0.44077,0.436062,0.004708,0.438416,0.44077,90,True,False,False
H4,EURNZD.r,USDZAR.r,EURNZD.r | USDZAR.r,kendall,90,0.305868,0.31236,-0.006492,0.309114,0.305868,90,True,False,False
H4,EURNZD.r,USDZAR.r,EURNZD.r | USDZAR.r,dcor,90,0.411065,0.399343,0.011722,0.405204,0.411065,80,True,False,False
H4,EURNZD.r,WTI,EURNZD.r | WTI,pearson,90,0.066169,-0.160497,0.226666,-0.047164,0.066169,90,True,False,False
H4,EURNZD.r,WTI,EURNZD.r | WTI,spearman,90,0.112582,-0.239774,0.352356,-0.063596,0.112582,90,True,False,False
H4,EURNZD.r,WTI,EURNZD.r | WTI,kendall,90,0.07216,-0.170537,0.242697,-0.049189,0.07216,90,True,False,False
H4,EURNZD.r,WTI,EURNZD.r | WTI,dcor,90,0.229058,0.307241,-0.078183,0.268149,0.229058,80,True,False,False
H4,EURNZD.r,XAGEUR.r,EURNZD.r | XAGEUR.r,pearson,90,-0.14538,-0.422942,0.277562,-0.284161,0.14538,90,True,False,False
H4,EURNZD.r,XAGEUR.r,EURNZD.r | XAGEUR.r,spearman,90,-0.14075,-0.272404,0.131654,-0.206577,0.14075,90,True,False,False
H4,EURNZD.r,XAGEUR.r,EURNZD.r | XAGEUR.r,kendall,90,-0.108614,-0.190012,0.081398,-0.149313,0.108614,90,True,False,False
H4,EURNZD.r,XAGEUR.r,EURNZD.r | XAGEUR.r,dcor,90,0.236175,0.279427,-0.043252,0.257801,0.236175,80,True,False,False
H4,EURNZD.r,XAGUSD.r,EURNZD.r | XAGUSD.r,pearson,90,-0.156163,-0.418109,0.261946,-0.287136,0.156163,90,True,False,False
H4,EURNZD.r,XAGUSD.r,EURNZD.r | XAGUSD.r,spearman,90,-0.147286,-0.265737,0.118451,-0.206511,0.147286,90,True,False,False
H4,EURNZD.r,XAGUSD.r,EURNZD.r | XAGUSD.r,kendall,90,-0.111111,-0.189513,0.078402,-0.150312,0.111111,90,True,False,False
H4,EURNZD.r,XAGUSD.r,EURNZD.r | XAGUSD.r,dcor,90,0.232143,0.281119,-0.048976,0.256631,0.232143,80,True,False,False
H4,EURNZD.r,XAUEUR.r,EURNZD.r | XAUEUR.r,pearson,90,-0.167456,-0.355731,0.188275,-0.261594,0.167456,90,True,False,False
H4,EURNZD.r,XAUEUR.r,EURNZD.r | XAUEUR.r,spearman,90,-0.13721,-0.197662,0.060452,-0.167436,0.13721,90,True,False,False
H4,EURNZD.r,XAUEUR.r,EURNZD.r | XAUEUR.r,kendall,90,-0.086642,-0.146567,0.059925,-0.116604,0.086642,90,True,False,False
H4,EURNZD.r,XAUEUR.r,EURNZD.r | XAUEUR.r,dcor,90,0.232417,0.263461,-0.031044,0.247939,0.232417,80,True,False,False
H4,EURNZD.r,XAUUSD.r,EURNZD.r | XAUUSD.r,pearson,90,-0.204203,-0.357207,0.153004,-0.280705,0.204203,90,True,False,False
H4,EURNZD.r,XAUUSD.r,EURNZD.r | XAUUSD.r,spearman,90,-0.177676,-0.202881,0.025205,-0.190279,0.177676,90,True,False,False
H4,EURNZD.r,XAUUSD.r,EURNZD.r | XAUUSD.r,kendall,90,-0.115106,-0.15206,0.036954,-0.133583,0.115106,90,True,False,False
H4,EURNZD.r,XAUUSD.r,EURNZD.r | XAUUSD.r,dcor,90,0.256979,0.258665,-0.001686,0.257822,0.256979,80,True,False,False
H4,EURNZD.r,XCUUSD.r,EURNZD.r | XCUUSD.r,pearson,90,-0.224653,-0.499673,0.27502,-0.362163,0.224653,90,True,False,False
H4,EURNZD.r,XCUUSD.r,EURNZD.r | XCUUSD.r,spearman,90,-0.245405,-0.398444,0.153039,-0.321925,0.245405,90,True,False,False
H4,EURNZD.r,XCUUSD.r,EURNZD.r | XCUUSD.r,kendall,90,-0.161049,-0.277903,0.116854,-0.219476,0.161049,90,True,False,False
H4,EURNZD.r,XCUUSD.r,EURNZD.r | XCUUSD.r,dcor,90,0.261648,0.371543,-0.109894,0.316595,0.261648,80,True,False,False
H4,EURNZD.r,XPDUSD,EURNZD.r | XPDUSD,pearson,90,-0.096886,-0.284703,0.187817,-0.190795,0.096886,90,True,False,False
H4,EURNZD.r,XPDUSD,EURNZD.r | XPDUSD,spearman,90,-0.102177,-0.210668,0.108491,-0.156423,0.102177,90,True,False,False
H4,EURNZD.r,XPDUSD,EURNZD.r | XPDUSD,kendall,90,-0.067166,-0.158052,0.090886,-0.112609,0.067166,90,True,False,False
H4,EURNZD.r,XPDUSD,EURNZD.r | XPDUSD,dcor,90,0.177794,0.239294,-0.0615,0.208544,0.177794,80,True,False,False
H4,EURNZD.r,XPTUSD,EURNZD.r | XPTUSD,pearson,90,-0.150315,-0.343024,0.192709,-0.24667,0.150315,90,True,False,False
H4,EURNZD.r,XPTUSD,EURNZD.r | XPTUSD,spearman,90,-0.172227,-0.218389,0.046162,-0.195308,0.172227,90,True,False,False
H4,EURNZD.r,XPTUSD,EURNZD.r | XPTUSD,kendall,90,-0.106117,-0.158052,0.051935,-0.132085,0.106117,90,True,False,False
H4,EURNZD.r,XPTUSD,EURNZD.r | XPTUSD,dcor,90,0.240914,0.253439,-0.012526,0.247177,0.240914,80,True,False,False
H4,EURO50,EURUSD.r,EURO50 | EURUSD.r,pearson,90,0.77974,-0.003974,0.783714,0.387883,0.77974,90,True,False,False
H4,EURO50,EURUSD.r,EURO50 | EURUSD.r,spearman,90,0.72097,0.107544,0.613426,0.414257,0.72097,90,True,False,False
H4,EURO50,EURUSD.r,EURO50 | EURUSD.r,kendall,90,0.537578,0.085643,0.451935,0.31161,0.537578,90,True,False,False
H4,EURO50,EURUSD.r,EURO50 | EURUSD.r,dcor,90,0.742862,0.228696,0.514166,0.485779,0.742862,80,True,False,False
H4,EURO50,FRA40,EURO50 | FRA40,pearson,90,0.976383,0.832302,0.144081,0.904342,0.976383,90,True,False,False
H4,EURO50,FRA40,EURO50 | FRA40,spearman,90,0.968819,0.814133,0.154686,0.891476,0.968819,90,True,False,False
H4,EURO50,FRA40,EURO50 | FRA40,kendall,90,0.866667,0.652434,0.214232,0.759551,0.866667,90,True,False,False
H4,EURO50,FRA40,EURO50 | FRA40,dcor,90,0.966846,0.86813,0.098716,0.917488,0.966846,80,True,False,False
H4,EURO50,GBPAUD.r,EURO50 | GBPAUD.r,pearson,90,-0.401079,-0.62916,0.228081,-0.515119,0.401079,90,True,False,False
H4,EURO50,GBPAUD.r,EURO50 | GBPAUD.r,spearman,90,-0.361139,-0.52083,0.15969,-0.440984,0.361139,90,True,False,False
H4,EURO50,GBPAUD.r,EURO50 | GBPAUD.r,kendall,90,-0.25593,-0.378277,0.122347,-0.317104,0.25593,90,True,False,False
H4,EURO50,GBPAUD.r,EURO50 | GBPAUD.r,dcor,90,0.424924,0.464971,-0.040046,0.444948,0.424924,80,True,False,False
H4,EURO50,GBPCAD.r,EURO50 | GBPCAD.r,pearson,90,0.617609,0.066148,0.551462,0.341879,0.617609,90,True,False,False
H4,EURO50,GBPCAD.r,EURO50 | GBPCAD.r,spearman,90,0.621813,0.090554,0.531259,0.356184,0.621813,90,True,False,False
H4,EURO50,GBPCAD.r,EURO50 | GBPCAD.r,kendall,90,0.452684,0.067166,0.385518,0.259925,0.452684,90,True,False,False
H4,EURO50,GBPCAD.r,EURO50 | GBPCAD.r,dcor,90,0.621909,0.209451,0.412458,0.41568,0.621909,80,True,False,False
H4,EURO50,GBPCHF.r,EURO50 | GBPCHF.r,pearson,90,0.179326,0.387719,-0.208393,0.283523,0.179326,90,True,False,False
H4,EURO50,GBPCHF.r,EURO50 | GBPCHF.r,spearman,90,0.302778,0.397078,-0.0943,0.349928,0.302778,90,True,False,False
H4,EURO50,GBPCHF.r,EURO50 | GBPCHF.r,kendall,90,0.217978,0.280899,-0.062921,0.249438,0.217978,90,True,False,False
H4,EURO50,GBPCHF.r,EURO50 | GBPCHF.r,dcor,90,0.32037,0.382352,-0.061982,0.351361,0.32037,80,True,False,False
H4,EURO50,GBPJPY.r,EURO50 | GBPJPY.r,pearson,90,0.39656,0.433304,-0.036744,0.414932,0.39656,90,True,False,False
H4,EURO50,GBPJPY.r,EURO50 | GBPJPY.r,spearman,90,0.474388,0.417821,0.056567,0.446104,0.474388,90,True,False,False
H4,EURO50,GBPJPY.r,EURO50 | GBPJPY.r,kendall,90,0.336829,0.283895,0.052934,0.310362,0.336829,90,True,False,False
H4,EURO50,GBPJPY.r,EURO50 | GBPJPY.r,dcor,90,0.497753,0.417203,0.08055,0.457478,0.497753,80,True,False,False
H4,EURO50,GBPNZD.r,EURO50 | GBPNZD.r,pearson,90,-0.160923,-0.374071,0.213148,-0.267497,0.160923,90,True,False,False
H4,EURO50,GBPNZD.r,EURO50 | GBPNZD.r,spearman,90,-0.088925,-0.283286,0.194361,-0.186105,0.088925,90,True,False,False
H4,EURO50,GBPNZD.r,EURO50 | GBPNZD.r,kendall,90,-0.057179,-0.203995,0.146816,-0.130587,0.057179,90,True,False,False
H4,EURO50,GBPNZD.r,EURO50 | GBPNZD.r,dcor,90,0.23973,0.325394,-0.085664,0.282562,0.23973,80,True,False,False
H4,EURO50,GBPUSD.r,EURO50 | GBPUSD.r,pearson,90,0.711131,0.145518,0.565613,0.428325,0.711131,90,True,False,False
H4,EURO50,GBPUSD.r,EURO50 | GBPUSD.r,spearman,90,0.705593,0.135498,0.570095,0.420546,0.705593,90,True,False,False
H4,EURO50,GBPUSD.r,EURO50 | GBPUSD.r,kendall,90,0.513109,0.104619,0.408489,0.308864,0.513109,90,True,False,False
H4,EURO50,GBPUSD.r,EURO50 | GBPUSD.r,dcor,90,0.705082,0.220704,0.484378,0.462893,0.705082,80,True,False,False
H4,EURO50,GER40,EURO50 | GER40,pearson,90,0.966932,0.863098,0.103834,0.915015,0.966932,90,True,False,False
H4,EURO50,GER40,EURO50 | GER40,spearman,90,0.959468,0.831123,0.128345,0.895296,0.959468,90,True,False,False
H4,EURO50,GER40,EURO50 | GER40,kendall,90,0.8397,0.678901,0.160799,0.759301,0.8397,90,True,False,False
H4,EURO50,GER40,EURO50 | GER40,dcor,90,0.95869,0.824611,0.134079,0.891651,0.95869,80,True,False,False
H4,EURO50,HK50,EURO50 | HK50,pearson,90,0.722047,0.574405,0.147642,0.648226,0.722047,90,True,False,False
H4,EURO50,HK50,EURO50 | HK50,spearman,90,0.706005,0.495411,0.210594,0.600708,0.706005,90,True,False,False
H4,EURO50,HK50,EURO50 | HK50,kendall,90,0.523096,0.357303,0.165793,0.4402,0.523096,90,True,False,False
H4,EURO50,HK50,EURO50 | HK50,dcor,90,0.736811,0.449515,0.287296,0.593163,0.736811,80,True,False,False
H4,EURO50,ITA40,EURO50 | ITA40,pearson,90,0.71646,0.57468,0.14178,0.64557,0.71646,90,True,False,False
H4,EURO50,ITA40,EURO50 | ITA40,spearman,90,0.740445,0.583208,0.157238,0.661827,0.740445,90,True,False,False
H4,EURO50,ITA40,EURO50 | ITA40,kendall,90,0.577528,0.422722,0.154806,0.500125,0.577528,90,True,False,False
H4,EURO50,ITA40,EURO50 | ITA40,dcor,90,0.703518,0.627935,0.075582,0.665727,0.703518,80,True,False,False
H4,EURO50,JP225,EURO50 | JP225,pearson,90,0.879829,0.635064,0.244765,0.757446,0.879829,90,True,False,False
H4,EURO50,JP225,EURO50 | JP225,spearman,90,0.850484,0.565066,0.285418,0.707775,0.850484,90,True,False,False
H4,EURO50,JP225,EURO50 | JP225,kendall,90,0.669913,0.399251,0.270662,0.534582,0.669913,90,True,False,False
H4,EURO50,JP225,EURO50 | JP225,dcor,90,0.85501,0.578282,0.276728,0.716646,0.85501,80,True,False,False
H4,EURO50,LTCUSD,EURO50 | LTCUSD,pearson,90,0.46576,0.519019,-0.053259,0.492389,0.46576,90,True,False,False
H4,EURO50,LTCUSD,EURO50 | LTCUSD,spearman,90,0.526592,0.470684,0.055908,0.498638,0.526592,90,True,False,False
H4,EURO50,LTCUSD,EURO50 | LTCUSD,kendall,90,0.370787,0.337328,0.033458,0.354057,0.370787,90,True,False,False
H4,EURO50,LTCUSD,EURO50 | LTCUSD,dcor,90,0.543129,0.462812,0.080318,0.502971,0.543129,80,True,False,False
H4,EURO50,NZDCAD.r,EURO50 | NZDCAD.r,pearson,90,0.651652,0.441038,0.210614,0.546345,0.651652,90,True,False,False
H4,EURO50,NZDCAD.r,EURO50 | NZDCAD.r,spearman,90,0.619739,0.359641,0.260098,0.48969,0.619739,90,True,False,False
H4,EURO50,NZDCAD.r,EURO50 | NZDCAD.r,kendall,90,0.45618,0.252434,0.203745,0.354307,0.45618,90,True,False,False
H4,EURO50,NZDCAD.r,EURO50 | NZDCAD.r,dcor,90,0.634525,0.314778,0.319747,0.474651,0.634525,80,True,False,False
H4,EURO50,NZDCHF.r,EURO50 | NZDCHF.r,pearson,90,0.27902,0.594004,-0.314984,0.436512,0.27902,90,True,False,False
H4,EURO50,NZDCHF.r,EURO50 | NZDCHF.r,spearman,90,0.26651,0.527777,-0.261267,0.397144,0.26651,90,True,False,False
H4,EURO50,NZDCHF.r,EURO50 | NZDCHF.r,kendall,90,0.178527,0.380275,-0.201748,0.279401,0.178527,90,True,False,False
H4,EURO50,NZDCHF.r,EURO50 | NZDCHF.r,dcor,90,0.296798,0.423702,-0.126904,0.36025,0.296798,80,True,False,False
H4,EURO50,NZDJPY.r,EURO50 | NZDJPY.r,pearson,90,0.476703,0.581721,-0.105018,0.529212,0.476703,90,True,False,False
H4,EURO50,NZDJPY.r,EURO50 | NZDJPY.r,spearman,90,0.444524,0.521291,-0.076767,0.482907,0.444524,90,True,False,False
H4,EURO50,NZDJPY.r,EURO50 | NZDJPY.r,kendall,90,0.322846,0.358801,-0.035955,0.340824,0.322846,90,True,False,False
H4,EURO50,NZDJPY.r,EURO50 | NZDJPY.r,dcor,90,0.497718,0.475492,0.022225,0.486605,0.497718,80,True,False,False
H4,EURO50,NZDUSD.r,EURO50 | NZDUSD.r,pearson,90,0.658497,0.377761,0.280736,0.518129,0.658497,90,True,False,False
H4,EURO50,NZDUSD.r,EURO50 | NZDUSD.r,spearman,90,0.60754,0.285443,0.322097,0.446491,0.60754,90,True,False,False
H4,EURO50,NZDUSD.r,EURO50 | NZDUSD.r,kendall,90,0.441199,0.218477,0.222722,0.329838,0.441199,90,True,False,False
H4,EURO50,NZDUSD.r,EURO50 | NZDUSD.r,dcor,90,0.635051,0.286447,0.348604,0.460749,0.635051,80,True,False,False
H4,EURO50,RPLUSD,EURO50 | RPLUSD,pearson,90,0.492221,0.481347,0.010874,0.486784,0.492221,90,True,False,False
H4,EURO50,RPLUSD,EURO50 | RPLUSD,spearman,90,0.547977,0.49332,0.054657,0.520649,0.547977,90,True,False,False
H4,EURO50,RPLUSD,EURO50 | RPLUSD,kendall,90,0.388265,0.357803,0.030462,0.373034,0.388265,90,True,False,False
H4,EURO50,RPLUSD,EURO50 | RPLUSD,dcor,90,0.533187,0.51572,0.017467,0.524453,0.533187,80,True,False,False
H4,EURO50,SPA35,EURO50 | SPA35,pearson,90,0.69336,0.599274,0.094086,0.646317,0.69336,90,True,False,False
H4,EURO50,SPA35,EURO50 | SPA35,spearman,90,0.741219,0.61694,0.124279,0.67908,0.741219,90,True,False,False
H4,EURO50,SPA35,EURO50 | SPA35,kendall,90,0.59201,0.445194,0.146816,0.518602,0.59201,90,True,False,False
H4,EURO50,SPA35,EURO50 | SPA35,dcor,90,0.702578,0.627579,0.074999,0.665078,0.702578,80,True,False,False
H4,EURO50,UK100,EURO50 | UK100,pearson,90,0.914481,0.713558,0.200923,0.814019,0.914481,90,True,False,False
H4,EURO50,UK100,EURO50 | UK100,spearman,90,0.892415,0.66572,0.226695,0.779067,0.892415,90,True,False,False
H4,EURO50,UK100,EURO50 | UK100,kendall,90,0.731336,0.497628,0.233708,0.614482,0.731336,90,True,False,False
H4,EURO50,UK100,EURO50 | UK100,dcor,90,0.888067,0.687812,0.200255,0.78794,0.888067,80,True,False,False
H4,EURO50,US100,EURO50 | US100,pearson,90,0.82541,0.851736,-0.026325,0.838573,0.82541,90,True,False,False
H4,EURO50,US100,EURO50 | US100,spearman,90,0.836836,0.793209,0.043627,0.815022,0.836836,90,True,False,False
H4,EURO50,US100,EURO50 | US100,kendall,90,0.648439,0.616479,0.03196,0.632459,0.648439,90,True,False,False
H4,EURO50,US100,EURO50 | US100,dcor,90,0.839124,0.804705,0.03442,0.821914,0.839124,80,True,False,False
H4,EURO50,US30,EURO50 | US30,pearson,90,0.871276,0.684998,0.186278,0.778137,0.871276,90,True,False,False
H4,EURO50,US30,EURO50 | US30,spearman,90,0.855653,0.668832,0.186821,0.762242,0.855653,90,True,False,False
H4,EURO50,US30,EURO50 | US30,kendall,90,0.676404,0.482147,0.194257,0.579276,0.676404,90,True,False,False
H4,EURO50,US30,EURO50 | US30,dcor,90,0.857586,0.676934,0.180653,0.76726,0.857586,80,True,False,False
H4,EURO50,US500,EURO50 | US500,pearson,90,0.860394,0.844247,0.016147,0.85232,0.860394,90,True,False,False
H4,EURO50,US500,EURO50 | US500,spearman,90,0.861859,0.777487,0.084373,0.819673,0.861859,90,True,False,False
H4,EURO50,US500,EURO50 | US500,kendall,90,0.675905,0.590512,0.085393,0.633208,0.675905,90,True,False,False
H4,EURO50,US500,EURO50 | US500,dcor,90,0.858389,0.778884,0.079505,0.818636,0.858389,80,True,False,False
H4,EURO50,USDCAD.r,EURO50 | USDCAD.r,pearson,90,-0.250166,-0.116208,-0.133958,-0.183187,0.250166,90,True,False,False
H4,EURO50,USDCAD.r,EURO50 | USDCAD.r,spearman,90,-0.226835,-0.092596,-0.134239,-0.159715,0.226835,90,True,False,False
H4,EURO50,USDCAD.r,EURO50 | USDCAD.r,kendall,90,-0.15206,-0.069164,-0.082896,-0.110612,0.15206,90,True,False,False
H4,EURO50,USDCAD.r,EURO50 | USDCAD.r,dcor,90,0.3019,0.224966,0.076934,0.263433,0.3019,80,True,False,False
H4,EURO50,USDCHF.r,EURO50 | USDCHF.r,pearson,90,-0.580774,0.163177,-0.743951,-0.208799,0.580774,90,True,False,False
H4,EURO50,USDCHF.r,EURO50 | USDCHF.r,spearman,90,-0.524402,0.068099,-0.592501,-0.228152,0.524402,90,True,False,False
H4,EURO50,USDCHF.r,EURO50 | USDCHF.r,kendall,90,-0.373783,0.045693,-0.419476,-0.164045,0.373783,90,True,False,False
H4,EURO50,USDCHF.r,EURO50 | USDCHF.r,dcor,90,0.564163,0.195713,0.36845,0.379938,0.564163,80,True,False,False
H4,EURO50,USDHKD.r,EURO50 | USDHKD.r,pearson,90,0.435949,-0.102829,0.538778,0.16656,0.435949,90,True,False,False
H4,EURO50,USDHKD.r,EURO50 | USDHKD.r,spearman,90,0.348627,-0.073235,0.421863,0.137696,0.348627,90,True,False,False
