window_id,example_id,group,symbol,timeframe,example_type,swing_degree,diagnostic_type,diagnostic_status,direction,start_pivot_id,end_pivot_id,start_time,end_time,count_detected_at,max_structural_detected_at_used,lookahead_safe,hard_reasons,soft_reasons,failure_reasons,possible_diagonal,possible_truncation,wave1_length,wave2_retrace_of_wave1,wave3_length,wave3_extension_of_wave1,wave4_retrace_of_wave3,wave5_length,wave5_extension_of_wave1,wave5_extension_of_wave3
index_gap_aus200_m30_intermediate_impulse_005,index_gap_aus200_m30,Index,AUS200,M30,gap,intermediate,full_impulse_12345,hard_invalid_impulse,bearish,5,10,2026-03-10 20:00:00,2026-03-12 18:00:00,2026-03-12 19:30:00,2026-03-12 19:30:00,True,wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,False,False,162.70000000000073,0.3073140749846329,89.5,0.5500921942224929,1.1620111731843576,131.0,0.8051628764597383,1.4636871508379887
index_gap_aus200_m30_intermediate_impulse_006,index_gap_aus200_m30,Index,AUS200,M30,gap,intermediate,full_impulse_12345,hard_invalid_impulse,bullish,6,11,2026-03-11 19:00:00,2026-03-13 04:00:00,2026-03-13 05:30:00,2026-03-13 05:30:00,True,wave 2 breaks wave 1 origin,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,50.0,1.79,104.0,2.08,1.2596153846153846,101.30000000000109,2.026000000000022,0.9740384615384721
index_gap_aus200_m30_intermediate_impulse_007,index_gap_aus200_m30,Index,AUS200,M30,gap,intermediate,full_impulse_12345,hard_invalid_impulse,bearish,7,12,2026-03-11 22:30:00,2026-03-13 11:00:00,2026-03-13 12:30:00,2026-03-13 12:30:00,True,wave 2 breaks wave 1 origin,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,False,False,89.5,1.1620111731843576,131.0,1.4636871508379887,0.7732824427481,159.0,1.776536312849162,1.213740458015267
index_gap_aus200_m30_intermediate_impulse_008,index_gap_aus200_m30,Index,AUS200,M30,gap,intermediate,full_impulse_12345,hard_invalid_impulse,bullish,8,13,2026-03-12 06:30:00,2026-03-13 16:30:00,2026-03-13 18:00:00,2026-03-13 18:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,104.0,1.2596153846153846,101.30000000000109,0.9740384615384721,1.5695952615991933,141.0,1.3557692307692308,1.3919052319841902
index_gap_aus200_m30_intermediate_impulse_009,index_gap_aus200_m30,Index,AUS200,M30,gap,intermediate,full_impulse_12345,soft_impulse_near_miss,bearish,9,14,2026-03-12 14:30:00,2026-03-13 22:30:00,2026-03-16 02:30:00,2026-03-16 02:30:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,True,True,131.0,0.7732824427481,159.0,1.213740458015267,0.8867924528301887,114.0,0.8702290076335878,0.7169811320754716
index_gap_aus200_m30_intermediate_impulse_010,index_gap_aus200_m30,Index,AUS200,M30,gap,intermediate,full_impulse_12345,hard_invalid_impulse,bullish,10,15,2026-03-12 18:00:00,2026-03-16 03:30:00,2026-03-16 05:00:00,2026-03-16 05:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,False,False,101.30000000000109,1.5695952615991933,141.0,1.3919052319841902,0.8085106382978723,89.10000000000036,0.8795656465942685,0.6319148936170239
index_gap_aus200_m30_intermediate_impulse_011,index_gap_aus200_m30,Index,AUS200,M30,gap,intermediate,full_impulse_12345,hard_invalid_impulse,bearish,11,16,2026-03-13 04:00:00,2026-03-16 12:30:00,2026-03-16 14:00:00,2026-03-16 14:00:00,True,wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,False,False,159.0,0.8867924528301887,114.0,0.7169811320754716,0.7815789473684243,86.0,0.5408805031446541,0.7543859649122807
index_gap_aus200_m30_intermediate_impulse_012,index_gap_aus200_m30,Index,AUS200,M30,gap,intermediate,full_impulse_12345,hard_invalid_impulse,bullish,12,17,2026-03-13 11:00:00,2026-03-16 17:00:00,2026-03-16 18:30:00,2026-03-16 18:30:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,False,False,141.0,0.8085106382978723,89.10000000000036,0.6319148936170239,0.9652076318742946,127.0,0.900709219858156,1.4253647586980862
index_gap_aus200_m30_intermediate_impulse_013,index_gap_aus200_m30,Index,AUS200,M30,gap,intermediate,full_impulse_12345,hard_invalid_impulse,bearish,13,18,2026-03-13 16:30:00,2026-03-17 06:00:00,2026-03-17 07:30:00,2026-03-17 07:30:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,False,False,114.0,0.7815789473684243,86.0,0.7543859649122807,1.4767441860465116,89.0,0.7807017543859649,1.0348837209302326
index_gap_aus200_m30_major_impulse_001,index_gap_aus200_m30,Index,AUS200,M30,gap,major,full_impulse_12345,hard_invalid_impulse,bearish,1,6,2026-03-09 22:30:00,2026-03-12 06:30:00,2026-03-12 08:00:00,2026-03-12 08:00:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,False,False,146.29999999999927,0.6971975393028059,62.0,0.4237867395762154,1.1338709677419236,168.5,1.1517429938482628,2.717741935483871
index_gap_aus200_m30_major_impulse_002,index_gap_aus200_m30,Index,AUS200,M30,gap,major,full_impulse_12345,hard_invalid_impulse,bullish,2,7,2026-03-10 07:00:00,2026-03-12 14:30:00,2026-03-12 16:00:00,2026-03-12 16:00:00,True,wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,False,False,102.0,0.6078431372549019,70.29999999999927,0.6892156862745027,2.3968705547653166,104.0,1.0196078431372548,1.4793741109530736
index_gap_aus200_m30_major_impulse_003,index_gap_aus200_m30,Index,AUS200,M30,gap,major,full_impulse_12345,hard_invalid_impulse,bearish,3,8,2026-03-10 12:00:00,2026-03-13 11:00:00,2026-03-13 12:30:00,2026-03-13 12:30:00,True,wave 2 breaks wave 1 origin,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,False,False,62.0,1.1338709677419236,168.5,2.717741935483871,0.6172106824925816,188.6999999999989,3.043548387096757,1.1198813056379757
index_gap_aus200_m30_major_impulse_004,index_gap_aus200_m30,Index,AUS200,M30,gap,major,full_impulse_12345,hard_invalid_impulse,bullish,4,9,2026-03-10 17:00:00,2026-03-13 16:30:00,2026-03-13 18:00:00,2026-03-13 18:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,70.29999999999927,2.3968705547653166,104.0,1.4793741109530736,1.8144230769230665,141.0,2.005689900426763,1.3557692307692308
index_gap_aus200_m30_major_impulse_005,index_gap_aus200_m30,Index,AUS200,M30,gap,major,full_impulse_12345,soft_impulse_near_miss,bearish,5,10,2026-03-11 03:00:00,2026-03-13 22:30:00,2026-03-16 02:30:00,2026-03-16 02:30:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,True,True,168.5,0.6172106824925816,188.6999999999989,1.1198813056379757,0.7472178060413398,114.0,0.6765578635014837,0.6041335453100194
index_gap_aus200_m30_major_impulse_006,index_gap_aus200_m30,Index,AUS200,M30,gap,major,full_impulse_12345,hard_invalid_impulse,bullish,6,11,2026-03-12 06:30:00,2026-03-16 03:30:00,2026-03-16 05:00:00,2026-03-16 05:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,False,False,104.0,1.8144230769230665,141.0,1.3557692307692308,0.8085106382978723,89.10000000000036,0.8567307692307727,0.6319148936170239
index_gap_aus200_m30_major_impulse_007,index_gap_aus200_m30,Index,AUS200,M30,gap,major,full_impulse_12345,hard_invalid_impulse,bearish,7,12,2026-03-12 14:30:00,2026-03-16 12:30:00,2026-03-16 14:00:00,2026-03-16 14:00:00,True,wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,False,False,188.6999999999989,0.7472178060413398,114.0,0.6041335453100194,0.7815789473684243,86.0,0.455749867514576,0.7543859649122807
index_gap_aus200_m30_major_impulse_008,index_gap_aus200_m30,Index,AUS200,M30,gap,major,full_impulse_12345,hard_invalid_impulse,bullish,8,13,2026-03-13 11:00:00,2026-03-16 22:00:00,2026-03-17 02:00:00,2026-03-17 02:00:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,False,False,141.0,0.8085106382978723,89.10000000000036,0.6319148936170239,0.9652076318742946,114.0,0.8085106382978723,1.2794612794612743
index_gap_aus200_m30_major_impulse_009,index_gap_aus200_m30,Index,AUS200,M30,gap,major,full_impulse_12345,hard_invalid_impulse,bearish,9,14,2026-03-13 16:30:00,2026-03-17 06:00:00,2026-03-17 07:30:00,2026-03-17 07:30:00,True,wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,False,False,114.0,0.7815789473684243,86.0,0.7543859649122807,1.3255813953488371,76.0,0.6666666666666666,0.8837209302325582
index_gap_aus200_m30_minor_impulse_001,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,hard_invalid_impulse,bearish,1,6,2026-03-09 22:30:00,2026-03-10 22:30:00,2026-03-11 02:30:00,2026-03-11 02:30:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,False,False,146.29999999999927,0.6971975393028059,62.0,0.4237867395762154,1.6774193548387097,94.60000000000036,0.6466165413533892,1.525806451612909
index_gap_aus200_m30_minor_impulse_002,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,soft_impulse_near_miss,bullish,2,7,2026-03-10 07:00:00,2026-03-11 03:00:00,2026-03-11 04:30:00,2026-03-11 04:30:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,True,True,102.0,0.6078431372549019,104.0,1.0196078431372548,0.9096153846153882,60.899999999999636,0.5970588235294082,0.5855769230769196
index_gap_aus200_m30_minor_impulse_003,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,hard_invalid_impulse,bearish,3,8,2026-03-10 12:00:00,2026-03-11 19:00:00,2026-03-11 20:30:00,2026-03-11 20:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,False,False,62.0,1.6774193548387097,94.60000000000036,1.525806451612909,0.643763213530649,129.0,2.0806451612903225,1.3636363636363584
index_gap_aus200_m30_minor_impulse_004,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,hard_invalid_impulse,bullish,4,9,2026-03-10 17:00:00,2026-03-11 22:30:00,2026-03-12 02:30:00,2026-03-12 02:30:00,True,wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,False,False,104.0,0.9096153846153882,60.899999999999636,0.5855769230769196,2.1182266009852344,50.0,0.4807692307692308,0.8210180623973776
index_gap_aus200_m30_minor_impulse_005,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,strict_candidate_impulse,bearish,5,10,2026-03-10 20:00:00,2026-03-12 06:30:00,2026-03-12 08:00:00,2026-03-12 08:00:00,True,,,,False,False,94.60000000000036,0.643763213530649,129.0,1.3636363636363584,0.3875968992248062,89.5,0.9460887949260006,0.6937984496124031
index_gap_aus200_m30_minor_impulse_006,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,hard_invalid_impulse,bullish,6,11,2026-03-10 22:30:00,2026-03-12 14:30:00,2026-03-12 16:00:00,2026-03-12 16:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,60.899999999999636,2.1182266009852344,50.0,0.8210180623973776,1.79,104.0,1.7077175697865454,2.08
index_gap_aus200_m30_minor_impulse_007,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,hard_invalid_impulse,bearish,7,12,2026-03-11 03:00:00,2026-03-12 18:00:00,2026-03-12 19:30:00,2026-03-12 19:30:00,True,wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,False,False,129.0,0.3875968992248062,89.5,0.6937984496124031,1.1620111731843576,131.0,1.0155038759689923,1.4636871508379887
index_gap_aus200_m30_minor_impulse_008,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,hard_invalid_impulse,bullish,8,13,2026-03-11 19:00:00,2026-03-13 04:00:00,2026-03-13 05:30:00,2026-03-13 05:30:00,True,wave 2 breaks wave 1 origin,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,50.0,1.79,104.0,2.08,1.2596153846153846,101.30000000000109,2.026000000000022,0.9740384615384721
index_gap_aus200_m30_minor_impulse_009,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,hard_invalid_impulse,bearish,9,14,2026-03-11 22:30:00,2026-03-13 11:00:00,2026-03-13 12:30:00,2026-03-13 12:30:00,True,wave 2 breaks wave 1 origin,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,False,False,89.5,1.1620111731843576,131.0,1.4636871508379887,0.7732824427481,159.0,1.776536312849162,1.213740458015267
index_gap_aus200_m30_minor_impulse_010,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,hard_invalid_impulse,bullish,10,15,2026-03-12 06:30:00,2026-03-13 16:30:00,2026-03-13 18:00:00,2026-03-13 18:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,104.0,1.2596153846153846,101.30000000000109,0.9740384615384721,1.5695952615991933,141.0,1.3557692307692308,1.3919052319841902
index_gap_aus200_m30_minor_impulse_011,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,soft_impulse_near_miss,bearish,11,16,2026-03-12 14:30:00,2026-03-13 22:30:00,2026-03-16 02:30:00,2026-03-16 02:30:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,True,True,131.0,0.7732824427481,159.0,1.213740458015267,0.8867924528301887,114.0,0.8702290076335878,0.7169811320754716
index_gap_aus200_m30_minor_impulse_012,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,hard_invalid_impulse,bullish,12,17,2026-03-12 18:00:00,2026-03-16 03:30:00,2026-03-16 05:00:00,2026-03-16 05:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,False,False,101.30000000000109,1.5695952615991933,141.0,1.3919052319841902,0.8085106382978723,89.10000000000036,0.8795656465942685,0.6319148936170239
index_gap_aus200_m30_minor_impulse_013,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,hard_invalid_impulse,bearish,13,18,2026-03-13 04:00:00,2026-03-16 06:00:00,2026-03-16 07:30:00,2026-03-16 07:30:00,True,wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,False,False,159.0,0.8867924528301887,114.0,0.7169811320754716,0.7815789473684243,54.0,0.33962264150943394,0.47368421052631576
index_gap_aus200_m30_minor_impulse_014,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,hard_invalid_impulse,bullish,14,19,2026-03-13 11:00:00,2026-03-16 10:00:00,2026-03-16 11:30:00,2026-03-16 11:30:00,True,wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,False,False,141.0,0.8085106382978723,89.10000000000036,0.6319148936170239,0.6060606060606036,30.0,0.2127659574468085,0.33670033670033533
index_gap_aus200_m30_minor_impulse_015,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,hard_invalid_impulse,bearish,15,20,2026-03-13 16:30:00,2026-03-16 12:30:00,2026-03-16 14:00:00,2026-03-16 14:00:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory,False,False,114.0,0.7815789473684243,54.0,0.47368421052631576,0.5555555555555556,62.0,0.543859649122807,1.1481481481481481
index_gap_aus200_m30_minor_impulse_016,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,hard_invalid_impulse,bullish,16,21,2026-03-13 22:30:00,2026-03-16 17:00:00,2026-03-16 18:30:00,2026-03-16 18:30:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,False,False,89.10000000000036,0.6060606060606036,30.0,0.33670033670033533,2.066666666666667,127.0,1.4253647586980862,4.233333333333333
index_gap_aus200_m30_minor_impulse_017,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,soft_impulse_near_miss,bearish,17,22,2026-03-16 03:30:00,2026-03-16 19:30:00,2026-03-16 21:00:00,2026-03-16 21:00:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,True,True,54.0,0.5555555555555556,62.0,1.1481481481481481,2.0483870967741935,63.0,1.1666666666666667,1.0161290322580645
index_gap_aus200_m30_minor_impulse_018,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,hard_invalid_impulse,bullish,18,23,2026-03-16 06:00:00,2026-03-16 22:00:00,2026-03-17 02:00:00,2026-03-17 02:00:00,True,wave 2 breaks wave 1 origin,wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,False,False,30.0,2.066666666666667,127.0,4.233333333333333,0.49606299212598426,50.0,1.6666666666666667,0.3937007874015748
index_gap_aus200_m30_minor_impulse_019,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,full_impulse_12345,hard_invalid_impulse,bearish,19,24,2026-03-16 10:00:00,2026-03-17 06:00:00,2026-03-17 07:30:00,2026-03-17 07:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,False,False,62.0,2.0483870967741935,63.0,1.0161290322580645,0.7936507936507936,76.0,1.2258064516129032,1.2063492063492063
metals_ambiguous_xptusd_h1_intermediate_impulse_001,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,full_impulse_12345,soft_impulse_near_miss,bullish,1,6,2026-03-04 01:00:00,2026-03-06 10:00:00,2026-03-06 13:00:00,2026-03-06 13:00:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,True,True,121.1899999999996,0.5667959402590959,91.60999999999967,0.7559204554831255,1.3974456937015658,80.39000000000033,0.6633385592870747,0.8775242877415197
metals_ambiguous_xptusd_h1_intermediate_impulse_002,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,full_impulse_12345,hard_invalid_impulse,bearish,2,7,2026-03-04 12:00:00,2026-03-09 04:00:00,2026-03-09 07:00:00,2026-03-09 07:00:00,True,wave 2 breaks wave 1 origin,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,False,False,68.6899999999996,1.3336730237298036,128.01999999999998,1.86373562381716,0.6279487580065641,149.60000000000014,2.1779007133498474,1.168567411341979
metals_ambiguous_xptusd_h1_intermediate_impulse_003,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,full_impulse_12345,hard_invalid_impulse,bullish,3,8,2026-03-04 20:00:00,2026-03-10 12:00:00,2026-03-10 15:00:00,2026-03-10 15:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,91.60999999999967,1.3974456937015658,80.39000000000033,0.8775242877415197,1.8609279761164266,221.29999999999995,2.415675144634873,2.7528299539743633
metals_ambiguous_xptusd_h1_intermediate_impulse_004,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,full_impulse_12345,soft_impulse_near_miss,bearish,4,9,2026-03-05 03:00:00,2026-03-12 03:00:00,2026-03-12 06:00:00,2026-03-12 06:00:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,True,True,128.01999999999998,0.6279487580065641,149.60000000000014,1.168567411341979,1.4792780748663086,109.99000000000024,0.8591626308389334,0.7352272727272736
