window_id,example_id,group,symbol,timeframe,example_type,swing_degree,diagnostic_type,diagnostic_status,direction,start_pivot_id,end_pivot_id,start_time,end_time,count_detected_at,max_structural_detected_at_used,lookahead_safe,hard_reasons,soft_reasons,failure_reasons,possible_diagonal,possible_truncation,wave1_length,wave2_retrace_of_wave1,wave3_length,wave3_extension_of_wave1,wave4_retrace_of_wave3,wave5_length,wave5_extension_of_wave1,wave5_extension_of_wave3
metals_noisy_xauusd_m30_major_impulse_001,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,major,full_impulse_12345,hard_invalid_impulse,bullish,1,6,2026-03-10 07:00:00,2026-03-12 13:00:00,2026-03-12 14:30:00,2026-03-12 14:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,84.44000000000051,1.057792515395548,34.20000000000073,0.40502131691142257,1.3558479532163423,54.29999999999927,0.643060161061096,1.587719298245559
metals_noisy_xauusd_m30_major_impulse_002,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,major,full_impulse_12345,hard_invalid_impulse,bearish,2,7,2026-03-10 18:30:00,2026-03-12 23:30:00,2026-03-13 02:00:00,2026-03-13 02:00:00,True,wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,False,False,89.32000000000062,0.38289296909987114,46.36999999999989,0.5191446484549884,1.171015742937231,136.34999999999945,1.526533811016553,2.9404787578175497
metals_noisy_xauusd_m30_major_impulse_003,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,major,full_impulse_12345,hard_invalid_impulse,bullish,3,8,2026-03-11 16:30:00,2026-03-13 05:00:00,2026-03-13 06:30:00,2026-03-13 06:30:00,True,wave 2 breaks wave 1 origin,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,34.20000000000073,1.3558479532163423,54.29999999999927,1.587719298245559,2.51104972375693,73.40999999999985,2.1464912280701256,1.351933701657474
metals_noisy_xauusd_m30_major_impulse_004,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,major,full_impulse_12345,hard_invalid_impulse,bearish,4,9,2026-03-12 01:00:00,2026-03-16 02:00:00,2026-03-16 03:30:00,2026-03-16 03:30:00,True,wave 2 breaks wave 1 origin,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 2 retracement is visually too deep,False,False,46.36999999999989,1.171015742937231,136.34999999999945,2.9404787578175497,0.5383938393839395,160.73000000000047,3.4662497304291753,1.178804547121387
metals_noisy_xauusd_m30_major_impulse_005,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,major,full_impulse_12345,hard_invalid_impulse,bullish,5,10,2026-03-12 08:00:00,2026-03-16 17:00:00,2026-03-16 18:30:00,2026-03-16 18:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,54.29999999999927,2.51104972375693,73.40999999999985,1.351933701657474,2.1894837215638305,70.13000000000011,1.2915285451197247,0.9553194387685635
metals_noisy_xauusd_m30_major_impulse_006,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,major,full_impulse_12345,soft_impulse_near_miss,bearish,6,11,2026-03-12 13:00:00,2026-03-17 04:00:00,2026-03-17 05:30:00,2026-03-17 05:30:00,True,,wave 5 fails to exceed wave 3 extreme,wave 5 fails to exceed wave 3 extreme,False,True,136.34999999999945,0.5383938393839395,160.73000000000047,1.178804547121387,0.43632178187021653,43.149999999999636,0.31646497983131505,0.26846263920860763
metals_noisy_xauusd_m30_minor_impulse_001,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,soft_impulse_near_miss,bullish,1,6,2026-03-10 07:00:00,2026-03-11 04:00:00,2026-03-11 05:30:00,2026-03-11 05:30:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,True,True,40.910000000000764,0.9491566854069937,82.36000000000058,2.0131997066731615,0.952525497814464,62.92000000000007,1.5380102664384967,0.7639630888780916
metals_noisy_xauusd_m30_minor_impulse_002,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,hard_invalid_impulse,bearish,2,7,2026-03-10 11:30:00,2026-03-11 11:30:00,2026-03-11 13:00:00,2026-03-11 13:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,False,False,38.83000000000084,2.121040432655133,78.44999999999982,2.0203450939994365,0.8020395156150442,47.68000000000029,1.2279165593612995,0.6077756532823506
metals_noisy_xauusd_m30_minor_impulse_003,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,hard_invalid_impulse,bullish,3,8,2026-03-10 13:30:00,2026-03-11 15:30:00,2026-03-11 17:00:00,2026-03-11 17:00:00,True,wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,False,False,82.36000000000058,0.952525497814464,62.92000000000007,0.7639630888780916,0.7577876668785797,21.269999999999527,0.25825643516269275,0.3380483153210347
metals_noisy_xauusd_m30_minor_impulse_004,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,hard_invalid_impulse,bearish,4,9,2026-03-10 18:30:00,2026-03-12 03:00:00,2026-03-12 04:30:00,2026-03-12 04:30:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory,False,False,78.44999999999982,0.8020395156150442,47.68000000000029,0.6077756532823506,0.44609899328857794,71.11999999999989,0.9065646908859153,1.491610738255022
metals_noisy_xauusd_m30_minor_impulse_005,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,hard_invalid_impulse,bullish,5,10,2026-03-10 21:00:00,2026-03-12 05:00:00,2026-03-12 06:30:00,2026-03-12 06:30:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,False,False,62.92000000000007,0.7577876668785797,21.269999999999527,0.3380483153210347,3.343676539727385,49.48999999999978,0.7865543547361685,2.3267512929008407
metals_noisy_xauusd_m30_minor_impulse_006,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,soft_impulse_near_miss,bearish,6,11,2026-03-11 04:00:00,2026-03-12 08:00:00,2026-03-12 09:30:00,2026-03-12 09:30:00,True,,wave 5 fails to exceed wave 3 extreme,wave 5 fails to exceed wave 3 extreme,False,True,47.68000000000029,0.44609899328857794,71.11999999999989,1.491610738255022,0.6958661417322815,37.91999999999916,0.7953020134227964,0.5331833520809789
metals_noisy_xauusd_m30_minor_impulse_007,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,hard_invalid_impulse,bullish,7,12,2026-03-11 11:30:00,2026-03-12 13:00:00,2026-03-12 14:30:00,2026-03-12 14:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,False,False,21.269999999999527,3.343676539727385,49.48999999999978,2.3267512929008407,0.7662153970498955,54.29999999999927,2.552891396332886,1.0971913517882301
metals_noisy_xauusd_m30_minor_impulse_008,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,hard_invalid_impulse,bearish,8,13,2026-03-11 15:30:00,2026-03-12 23:30:00,2026-03-13 02:00:00,2026-03-13 02:00:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,False,False,71.11999999999989,0.6958661417322815,37.91999999999916,0.5331833520809789,1.4319620253164682,136.34999999999945,1.9171822272215926,3.5957278481013306
metals_noisy_xauusd_m30_minor_impulse_009,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,soft_impulse_near_miss,bullish,9,14,2026-03-12 03:00:00,2026-03-13 05:00:00,2026-03-13 06:30:00,2026-03-13 06:30:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,True,True,49.48999999999978,0.7662153970498955,54.29999999999927,1.0971913517882301,2.51104972375693,73.40999999999985,1.4833299656496297,1.351933701657474
metals_noisy_xauusd_m30_minor_impulse_010,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,hard_invalid_impulse,bearish,10,15,2026-03-12 05:00:00,2026-03-13 11:00:00,2026-03-13 12:30:00,2026-03-13 12:30:00,True,wave 2 breaks wave 1 origin,wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,False,False,37.91999999999916,1.4319620253164682,136.34999999999945,3.5957278481013306,0.5383938393839395,67.0,1.7668776371308408,0.49138247158049336
metals_noisy_xauusd_m30_minor_impulse_011,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,hard_invalid_impulse,bullish,11,16,2026-03-12 08:00:00,2026-03-13 15:30:00,2026-03-13 17:00:00,2026-03-13 17:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,False,False,54.29999999999927,2.51104972375693,73.40999999999985,1.351933701657474,0.9126821958861209,60.25,1.109576427256,0.8207328701811758
metals_noisy_xauusd_m30_minor_impulse_012,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,hard_invalid_impulse,bearish,12,17,2026-03-12 13:00:00,2026-03-16 02:00:00,2026-03-16 03:30:00,2026-03-16 03:30:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory,False,False,136.34999999999945,0.5383938393839395,67.0,0.49138247158049336,0.8992537313432836,153.98000000000047,1.1292995966263373,2.298208955223888
metals_noisy_xauusd_m30_minor_impulse_013,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,hard_invalid_impulse,bullish,13,18,2026-03-12 23:30:00,2026-03-16 09:00:00,2026-03-16 10:30:00,2026-03-16 10:30:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,False,False,73.40999999999985,0.9126821958861209,60.25,0.8207328701811758,2.5556846473029124,67.93000000000029,0.9253507696499172,1.1274688796680545
metals_noisy_xauusd_m30_minor_impulse_014,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,soft_impulse_near_miss,bearish,14,19,2026-03-13 05:00:00,2026-03-16 13:00:00,2026-03-16 14:30:00,2026-03-16 14:30:00,True,,wave 5 fails to exceed wave 3 extreme,wave 5 fails to exceed wave 3 extreme,False,True,67.0,0.8992537313432836,153.98000000000047,2.298208955223888,0.4411611897649051,65.55999999999949,0.9785074626865595,0.42576958046499086
metals_noisy_xauusd_m30_minor_impulse_015,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,hard_invalid_impulse,bullish,15,20,2026-03-13 11:00:00,2026-03-16 17:00:00,2026-03-16 18:30:00,2026-03-16 18:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,60.25,2.5556846473029124,67.93000000000029,1.1274688796680545,0.9651111438245136,67.75999999999931,1.124647302904553,0.9974974238186224
metals_noisy_xauusd_m30_minor_impulse_016,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,hard_invalid_impulse,bearish,16,21,2026-03-13 15:30:00,2026-03-16 19:30:00,2026-03-16 21:00:00,2026-03-16 21:00:00,True,wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,False,False,153.98000000000047,0.4411611897649051,65.55999999999949,0.42576958046499086,1.0335570469798632,63.81999999999971,0.4144694116118945,0.9734594264795638
metals_noisy_xauusd_m30_minor_impulse_017,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,soft_impulse_near_miss,bullish,17,22,2026-03-16 02:00:00,2026-03-16 23:00:00,2026-03-17 01:30:00,2026-03-17 01:30:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,True,True,67.93000000000029,0.9651111438245136,67.75999999999931,0.9974974238186224,0.9418536009445153,47.399999999999636,0.6977771235094867,0.6995277449822922
metals_noisy_xauusd_m30_minor_impulse_018,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,hard_invalid_impulse,bearish,18,23,2026-03-16 09:00:00,2026-03-17 04:00:00,2026-03-17 05:30:00,2026-03-17 05:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,False,False,65.55999999999949,1.0335570469798632,63.81999999999971,0.9734594264795638,0.7427138827953597,26.729999999999563,0.4077181208053656,0.418834221247253
metals_noisy_xauusd_m30_minor_impulse_019,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,full_impulse_12345,hard_invalid_impulse,bullish,19,24,2026-03-16 13:00:00,2026-03-17 08:00:00,2026-03-17 09:30:00,2026-03-17 09:30:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory,False,False,67.75999999999931,0.9418536009445153,47.399999999999636,0.6995277449822922,0.5639240506329065,49.69999999999982,0.7334710743801701,1.048523206751059
