aggregation_level,resolved_market_group,candidate_count,metrics_available_count,low_prominence_count,too_small_for_timeframe_count,prominence_vs_window_count,prominence_vs_window_median,prominence_vs_window_p10,prominence_vs_window_p25,prominence_vs_window_p75,prominence_vs_window_p90,prominence_vs_window_min,prominence_vs_window_max,visual_window_prominence_count,visual_window_prominence_median,visual_window_prominence_p10,visual_window_prominence_p25,visual_window_prominence_p75,visual_window_prominence_p90,visual_window_prominence_min,visual_window_prominence_max,robust_window_prominence_p05_p95_count,robust_window_prominence_p05_p95_median,robust_window_prominence_p05_p95_p10,robust_window_prominence_p05_p95_p25,robust_window_prominence_p05_p95_p75,robust_window_prominence_p05_p95_p90,robust_window_prominence_p05_p95_min,robust_window_prominence_p05_p95_max,robust_window_prominence_p10_p90_count,robust_window_prominence_p10_p90_median,robust_window_prominence_p10_p90_p10,robust_window_prominence_p10_p90_p25,robust_window_prominence_p10_p90_p75,robust_window_prominence_p10_p90_p90,robust_window_prominence_p10_p90_min,robust_window_prominence_p10_p90_max,last_n_bars_prominence_primary_count,last_n_bars_prominence_primary_median,last_n_bars_prominence_primary_p10,last_n_bars_prominence_primary_p25,last_n_bars_prominence_primary_p75,last_n_bars_prominence_primary_p90,last_n_bars_prominence_primary_min,last_n_bars_prominence_primary_max,atr_normalized_count_size_count,atr_normalized_count_size_median,atr_normalized_count_size_p10,atr_normalized_count_size_p25,atr_normalized_count_size_p75,atr_normalized_count_size_p90,atr_normalized_count_size_min,atr_normalized_count_size_max,mixing_risk,source_scope,timeframe,swing_degree,symbol,phase257_policy_bucket
group_timeframe,Forex Majors,48,24,6,6,48,0.164652,0.0912766,0.147364,0.205604,0.3934516000000001,0.071125,0.499105,24,0.1746138347884491,0.14875755540631308,0.16286098052384204,0.3229236624132529,0.4013767629281395,0.11047683008730608,0.49910454443698204,24,0.21023975418121138,0.1791080982736086,0.19608900149593766,0.3888087761620471,0.48326841956307914,0.13301707524157275,0.6009352973679606,24,0.2291556495681305,0.19522298607438773,0.21373171161642954,0.4237910570538814,0.5267495152476644,0.14498501674598877,0.6550032316822375,24,0.9209197014357686,0.7302257812598405,0.8368770275074426,1.0,1.0,0.6326923076923011,1.0,24,7.161662817551975,5.901455986578203,6.7407407407407,11.282902497475586,14.541898168029347,4.748453608247407,15.333122429610915,high_mixes_scope_timeframe_or_degree,,H4,,,
group_timeframe,Index,15,15,0,0,15,0.240335,0.19904660000000002,0.240335,0.311727,0.3200772,0.119974,0.618943,15,0.24033505154639176,0.19904639175257668,0.24033505154639176,0.3117268041237109,0.32007731958762786,0.11997422680412417,0.6189432989690712,15,0.33392120175823425,0.27655479261971416,0.33392120175823425,0.43311280807140345,0.44471500317806945,0.16669203154794493,0.8599589984154405,15,0.46456594843691534,0.38475526217461503,0.46456594843691534,0.6025656993398909,0.6187071864491188,0.2319093286835227,1.1964130028646118,15,1.0,0.6360564283608927,0.839436148332054,1.0,1.0,0.4676042189854354,1.0,15,11.234939759036163,9.606361889891515,11.234939759036163,13.290786033743352,15.485139460448028,5.069622714896941,15.485139460448028,high_mixes_scope_timeframe_or_degree,,H1,,,
group_timeframe,Index,30,15,4,4,30,0.281982,0.149947,0.1940085,0.398761,0.448578,0.149947,0.868578,15,0.16468436578171058,0.14994690265486718,0.14994690265486718,0.3100235988200578,0.4485781710914455,0.14994690265486718,0.8685781710914464,15,0.2784983398250425,0.2535757614456291,0.2535757614456291,0.5242820541472426,0.758592203562991,0.2535757614456291,1.4688557563374,15,0.3290720813331695,0.2996237020550207,0.2996237020550207,0.6194887440702405,0.8963483066592486,0.2996237020550207,1.7355917497382924,15,1.0,0.9169372195673567,0.9445452060920775,1.0,1.0,0.9169372195673567,1.0,15,5.03667998453407,3.6415588668740537,3.867438737688806,7.797811169050775,9.29673362445415,3.6415588668740537,15.246893123446576,high_mixes_scope_timeframe_or_degree,,H4,,,
group_timeframe,Metals,15,15,0,0,15,0.180173,0.1292862,0.1440235,0.265326,0.3409764,0.093439,0.361787,15,0.18017266836903084,0.1292858755884448,0.14402348567755835,0.26532562058123577,0.340976601177758,0.09343894939809248,0.36178713499053267,15,0.2846564883401168,0.20425996723102138,0.22754405561395194,0.4191904360689302,0.5387121297366132,0.14762507238541125,0.5715908872598932,15,0.4366900477445534,0.31335416017582085,0.3490741598389987,0.6430778817248659,0.8264354943287542,0.22647086066505484,0.8768746263378147,15,0.5227032202791916,0.34361049596354204,0.393035327319458,1.0,1.0,0.09343894939809248,1.0,15,7.971813022128686,5.652326965884974,7.0329479321600115,15.98945139068006,21.93449910334453,4.711925916656239,30.363219827137414,high_mixes_scope_timeframe_or_degree,,H1,,,
group_timeframe,Metals,30,15,4,4,30,0.040474,0.025501,0.038776,0.0462485,0.06436140000000015,0.019648,0.553603,15,0.03877622622973829,0.027585432601221017,0.03877622622973829,0.043295207353869866,0.043295207353869866,0.019647744017963632,0.5536032559118659,15,0.0576280519090466,0.04099663367080063,0.0576280519090466,0.06434402466138563,0.06434402466138563,0.029199881531909198,0.8227483762780167,15,0.0651950779249891,0.04637982090820077,0.0651950779249891,0.07279291183445206,0.07279291183445206,0.03303406047592638,0.9307818454241924,15,0.8309774436090233,0.569973575807691,0.8309774436090233,0.9263383146464055,0.9853082082401791,0.421052631578947,0.9853082082401791,15,10.36877247046741,8.142859694705017,9.439173033251777,11.862005519779258,11.94257486878668,6.765619606489502,12.717903415783233,high_mixes_scope_timeframe_or_degree,,H4,,,
group_degree,Forex Majors,24,16,2,2,24,0.148758,0.1158161,0.147364,0.17692425,0.2189341,0.087697,0.38086,16,0.1597268860532795,0.09908703155405751,0.12854117557261516,0.17692424528868425,0.24204014898799694,0.08769723302080895,0.38085982163274634,16,0.19231546744653055,0.1239273128865444,0.16494013120510825,0.2287393322353652,0.30510152254770195,0.11483755053151605,0.4987273543943707,16,0.2098067618004812,0.1418741344539724,0.18850255596686086,0.2763957737815256,0.35265898647853344,0.13876325216195606,0.6026341498715495,16,0.8722401479951754,0.6511873279514984,0.8225961538461524,1.0,1.0,0.5993132593766483,1.0,16,7.0710639669155375,5.860433737231055,6.488217522658515,9.58781433075772,10.381065081224179,4.748453608247407,18.520254169976184,high_mixes_scope_timeframe_or_degree,,,intermediate,,
group_degree,Forex Majors,24,16,1,1,24,0.285845,0.164652,0.17386574999999999,0.3753355,0.4835742,0.071125,0.499105,16,0.3043105419620399,0.1681366021249614,0.17386570424134834,0.37533579583613147,0.46537844848552984,0.16465189164987673,0.49910454443698204,16,0.39848779757448766,0.20424253042411877,0.2247342416529427,0.45228419595686403,0.5831520813057487,0.19824530666702617,0.6009352973679606,16,0.4707659236683641,0.22261883776955205,0.27155624706010145,0.5167438578716955,0.6541953111228631,0.21608202597097356,0.6849513333574558,16,0.909147095179229,0.5985725255933837,0.6625066032752234,1.0,1.0,0.505028735632185,1.0,16,10.008578781812941,6.8418604651163015,8.516024625025617,14.079322696131761,14.69092059474855,6.23465600913507,15.333122429610915,high_mixes_scope_timeframe_or_degree,,,major,,
group_degree,Forex Majors,24,16,3,3,24,0.134939,0.0883093,0.091813,0.174614,0.249732,0.084982,0.40732,16,0.16286098052384204,0.08975531671621265,0.1085353304367713,0.1746138347884491,0.2739149653036568,0.08769723302080895,0.4073203492276696,16,0.19608900149593766,0.11753256475520232,0.14212456954633967,0.21023975418121138,0.3425090699091904,0.11483755053151605,0.4904246573496321,16,0.21373171161642954,0.142019756124036,0.1717353547780155,0.2291556495681305,0.39200551259994065,0.13876325216195606,0.5345496210118106,16,0.8579418344518918,0.6759259259259223,0.7002120332278505,1.0,1.0,0.664890073284478,1.0,16,6.7407407407407,5.349824378197798,5.860184119677795,7.5433952691537325,9.73488012316706,4.976538291279309,12.139829167984868,high_mixes_scope_timeframe_or_degree,,,minor,,
group_degree,Index,15,10,2,2,15,0.240335,0.149947,0.16990650000000002,0.281982,0.42865119999999995,0.149947,0.448578,10,0.20773195876288636,0.14994690265486718,0.15363126843657804,0.24033505154639176,0.2611593635008971,0.14994690265486718,0.4485781710914455,10,0.30620977079163836,0.25255056670532566,0.2535757614456291,0.33392120175823425,0.37638830193870976,0.2433238140425947,0.758592203562991,10,0.40154440154440035,0.2996237020550207,0.3069857968745579,0.46456594843691534,0.5077441842591485,0.2996237020550207,0.8963483066592486,10,1.0,0.9062709252513691,1.0,1.0,1.0,0.5618023976849932,1.0,10,8.998161050910177,3.6415588668740537,4.866566789774874,11.234939759036163,11.3919754545401,3.6415588668740537,12.805296714075551,high_mixes_scope_timeframe_or_degree,,,intermediate,,
group_degree,Index,15,10,0,0,15,0.311727,0.281982,0.29659,0.3622025,0.7687239999999999,0.281982,0.868578,10,0.3117268041237109,0.29658997050147345,0.30037417890703283,0.3250975542073399,0.6439067861813086,0.29658997050147345,0.8685781710914464,10,0.5015643956324602,0.43311280807140345,0.43794705603251427,0.5356408834046339,0.9208486742076363,0.43311280807140345,1.4688557563374,10,0.6025656993398909,0.592645685777067,0.595125689167773,0.6421158962363781,1.2503308775519797,0.592645685777067,1.7355917497382924,10,0.9584686097836783,0.8677779400489234,0.9169372195673567,1.0,1.0,0.8040089086859672,1.0,10,12.371398681045317,7.300912863070532,7.596227357165095,15.425577876197664,15.485139460448028,7.300912863070532,15.485139460448028,high_mixes_scope_timeframe_or_degree,,,major,,
group_degree,Index,15,10,2,2,15,0.240335,0.149947,0.149947,0.281982,0.42865119999999995,0.119974,0.448578,10,0.1924347915336187,0.1469496350697929,0.14994690265486718,0.24033505154639176,0.2611593635008971,0.11997422680412417,0.4485781710914455,10,0.28998851096551126,0.2448873884558607,0.2535757614456291,0.33392120175823425,0.37638830193870976,0.16669203154794493,0.758592203562991,10,0.37686378775686513,0.2928522647178709,0.2996237020550207,0.46456594843691534,0.5077441842591485,0.2319093286835227,0.8963483066592486,10,1.0,0.7194541488358112,0.9584089045690581,1.0,1.0,0.4676042189854354,1.0,10,7.1831781696755455,3.6415588668740537,4.269859468126021,11.234939759036163,12.059412824856578,3.6415588668740537,12.805296714075551,high_mixes_scope_timeframe_or_degree,,,minor,,
group_degree,Metals,15,10,2,2,15,0.044849,0.038776,0.0393555,0.13680599999999998,0.23126479999999996,0.020125,0.344694,10,0.0669566510375488,0.03691109395831874,0.03877622622973829,0.18017266836903084,0.27326245939513955,0.020124903515542834,0.3446940087202738,10,0.10388841417057214,0.05485614886933894,0.0576280519090466,0.2846564883401168,0.4317299221393697,0.029909021511969974,0.5445852967733261,10,0.14726051262273163,0.06205920175552438,0.0651950779249891,0.4366900477445534,0.6623146425052829,0.033836316230341876,0.8354454895290373,10,0.8309774436090233,0.39749427087966016,0.5227032202791916,0.8582706766917297,1.0,0.09343894939809248,1.0,10,11.115388995123334,7.378914987141062,7.770697241399426,11.922432531534824,14.945378296536482,4.711925916656239,17.055032700590193,high_mixes_scope_timeframe_or_degree,,,intermediate,,
group_degree,Metals,15,10,0,0,15,0.135477,0.038776,0.0468485,0.166497,0.3512322,0.038776,0.553603,10,0.1354769225424289,0.03877622622973829,0.039200757841554995,0.28969287960116025,0.3809687470826659,0.03877622622973829,0.5536032559118659,10,0.21404126037066842,0.0576280519090466,0.058258977920718207,0.4576884971004667,0.5967066361617054,0.0576280519090466,0.8227483762780167,10,0.32835959143461,0.0651950779249891,0.06590884958884394,0.702137558207094,0.8822653482464524,0.0651950779249891,0.9307818454241924,10,0.8044970449475829,0.38727184357391065,0.4002045456168322,0.8309774436090233,0.8806315789473687,0.3354004898639844,1.0,10,11.862005519779258,5.652326965884974,8.843887380518156,12.510690195197068,25.70505101737642,5.652326965884974,30.363219827137414,high_mixes_scope_timeframe_or_degree,,,major,,
group_degree,Metals,15,10,2,2,15,0.043295,0.025501,0.0319685,0.1401325,0.2013722,0.019648,0.265326,10,0.08422685915316261,0.040930461020279245,0.043295207353869866,0.17390605728976669,0.22048743203571494,0.019647744017963632,0.26532562058123577,10,0.1310415648996545,0.060829610348437986,0.06434402466138563,0.2747558107303311,0.3483501615120937,0.029199881531909198,0.4191904360689302,10,0.18807172558554008,0.0688170266985995,0.07279291183445206,0.4215014693870671,0.5344021826081826,0.03303406047592638,0.6430778817248659,10,0.9853082082401791,0.41453991893234016,0.49462960941762396,0.9853082082401791,1.0,0.3559255051128785,1.0,10,9.439173033251777,6.728122521664172,7.760057682560353,11.992962683455975,15.136986342751953,6.390648758236202,17.055032700590193,high_mixes_scope_timeframe_or_degree,,,minor,,
group_timeframe_degree,Forex Majors,8,8,0,0,8,0.171621,0.087697,0.11839675,0.2027495,0.2958611,0.087697,0.38086,8,0.1716213126000461,0.08769723302080895,0.1183969814772465,0.20274982849302528,0.29586096501257625,0.08769723302080895,0.38085982163274634,8,0.2247342416529427,0.11483755053151605,0.1550381793681687,0.2654963317861956,0.3874232669561303,0.11483755053151605,0.4987273543943707,8,0.27155624706010145,0.13876325216195606,0.1873394362629806,0.320810869486558,0.46814053623765145,0.13876325216195606,0.6026341498715495,8,0.9289709172259459,0.6485716215604815,0.8108769628915927,1.0,1.0,0.5993132593766483,1.0,8,6.810951772022056,6.258685405395847,6.488217522658515,9.764869888475864,12.39148517292596,5.723110465116289,18.520254169976184,low_separates_scope_timeframe_degree,h1_h4,H1,intermediate,,
group_timeframe_degree,Forex Majors,8,8,0,0,8,0.286474,0.171621,0.257289,0.3265775,0.3690944,0.171621,0.432884,8,0.2864738166018746,0.1716213126000461,0.25728904642122097,0.3265778641664769,0.3690944431740224,0.1716213126000461,0.43288360393322634,8,0.3751310076358732,0.2247342416529427,0.3369142087138794,0.42764635424464875,0.4833208564156314,0.2247342416529427,0.56685132504866,8,0.4532872598328324,0.27155624706010145,0.40710822448167333,0.5167438578716955,0.58401780222166,0.27155624706010145,0.6849513333574558,8,0.6617802430005275,0.5272808908045977,0.6294500240222596,1.0,1.0,0.505028735632185,1.0,8,9.886724335144404,8.438275014857696,9.549845585323201,10.063007888901264,10.609936927125045,7.349780472506824,11.50510093336228,low_separates_scope_timeframe_degree,h1_h4,H1,major,,
group_timeframe_degree,Forex Majors,8,8,0,0,8,0.102961,0.087697,0.090784,0.12785825,0.16234819999999997,0.087697,0.241024,8,0.10296135376171964,0.08769723302080895,0.09078435856391448,0.1278584495769493,0.16234850217242164,0.08769723302080895,0.2410244683283789,8,0.13482557269052264,0.11483755053151605,0.11888007186704547,0.1674277586465039,0.21259170534511163,0.11483755053151605,0.31561611019613767,8,0.1629156565473823,0.13876325216195606,0.14364800810507597,0.20231030864420882,0.25688388754206337,0.13876325216195606,0.38137279733690416,8,0.725680976505923,0.672615170133489,0.6759259259259223,0.8579418344518918,0.9005592841163242,0.664890073284478,1.0,8,6.488217522658515,4.976538291279309,5.5364674216570435,7.523097089933625,9.097314561438269,4.976538291279309,10.930370370370321,low_separates_scope_timeframe_degree,h1_h4,H1,minor,,
group_timeframe_degree,Forex Majors,16,8,2,2,16,0.148368,0.137819,0.147364,0.1671425,0.195338,0.110477,0.224647,8,0.1517797179314977,0.12293485560779034,0.14363666890530571,0.16714237743451982,0.18962390866353296,0.11047683008730608,0.22464741437206193,8,0.18274686324982176,0.14801687308796382,0.172942413175025,0.20124391854557247,0.2283122868964038,0.13301707524157275,0.2704815298985195,8,0.1991891415476822,0.1613343909747928,0.18850255596686086,0.2193504318702628,0.24885422175216,0.14498501674598877,0.2948175568482288,8,0.869230769230767,0.7040384615384588,0.8225961538461524,0.9249562516169804,0.9806686046511641,0.6326923076923011,1.0,8,7.161662817551975,5.622965989016297,6.630834601173682,7.810797083720722,9.969335150254585,4.748453608247407,10.997260273972493,low_separates_scope_timeframe_degree,h4_d1,H4,intermediate,,
group_timeframe_degree,Forex Majors,16,8,1,1,16,0.205604,0.1178885,0.17212349999999998,0.40868150000000003,0.4931605,0.071125,0.499105,8,0.37127826281620774,0.16465189164987673,0.17212334900380602,0.4150996194313854,0.498242668457578,0.16465189164987673,0.49910454443698204,8,0.44702901578145915,0.19824530666702617,0.20724114230266508,0.49979110793655107,0.5998975755043744,0.19824530666702617,0.6009352973679606,8,0.4872495446265941,0.21608202597097356,0.22588724366884128,0.5447587989893647,0.6538721428991133,0.21608202597097356,0.6550032316822375,8,0.9336318953654673,0.7634230495410984,0.8764744973620755,0.9685875216637793,1.0,0.7283445226788935,1.0,8,14.117608188204912,6.6596991283219324,6.8418604651163015,14.69092059474855,14.883581145207259,6.23465600913507,15.333122429610915,low_separates_scope_timeframe_degree,h4_d1,H4,major,,
group_timeframe_degree,Forex Majors,16,8,3,3,16,0.162861,0.089738,0.12418825,0.174614,0.2801345,0.084982,0.40732,8,0.1746138347884491,0.16286098052384204,0.17167562122229735,0.2076617416610705,0.3369599283635551,0.16286098052384204,0.4073203492276696,8,0.21023975418121138,0.19608900149593766,0.20670206600989294,0.2500303230414693,0.40570881794045976,0.19608900149593766,0.4904246573496321,8,0.2291556495681305,0.21373171161642954,0.22529966508020527,0.27252629414184215,0.4422116458076272,0.21373171161642954,0.5345496210118106,8,0.9663461538461542,0.7573997950468704,0.8974539505843674,1.0,1.0,0.6772752652149636,1.0,8,6.833738591112507,5.860184119677795,6.5206015854749735,7.600312934456405,9.619521663570117,5.860184119677795,12.139829167984868,low_separates_scope_timeframe_degree,h4_d1,H4,minor,,
group_timeframe_degree,Index,5,5,0,0,5,0.240335,0.2012114,0.240335,0.240335,0.240335,0.175129,0.240335,5,0.24033505154639176,0.2012113402061853,0.24033505154639176,0.24033505154639176,0.24033505154639176,0.175128865979381,0.24033505154639176,5,0.33392120175823425,0.27956276912885053,0.33392120175823425,0.33392120175823425,0.33392120175823425,0.2433238140425947,0.33392120175823425,5,0.46456594843691534,0.38894009216589737,0.46456594843691534,0.46456594843691534,0.46456594843691534,0.33852285465188536,0.46456594843691534,5,1.0,0.737081438610996,1.0,1.0,1.0,0.5618023976849932,1.0,5,11.234939759036163,9.713728990034188,11.234939759036163,11.234939759036163,12.177153932059795,8.699588477366204,12.805296714075551,low_separates_scope_timeframe_degree,h1_h4,H1,intermediate,,
